concept:name,starttime,sensor,endtime,Translate01,Translate02,duration,daycase,time:timestamp
Toilet,2011-06-18 17:02:39,MA013,2011-06-18 17:06:56,Bathroom,Bathroom,0 days 00:04:17,2011-6-18,2011-06-18 17:02:39
Leave_Home,2011-06-18 17:08:48,M002,2011-06-18 17:09:01,OutsideDoor,FrontDoor,0 days 00:00:13,2011-6-18,2011-06-18 17:08:48
Enter_Home,2011-06-18 17:14:40,D002,2011-06-18 17:14:49,OutsideDoor,FrontDoor,0 days 00:00:09,2011-6-18,2011-06-18 17:14:40
Watch_TV,2011-06-18 17:15:14,M004,2011-06-18 17:59:34,LivingRoom,Chair,0 days 00:44:20,2011-6-18,2011-06-18 17:15:14
Personal_Hygiene,2011-06-18 17:59:58,MA009,2011-06-18 18:00:20,Bathroom,Bathroom,0 days 00:00:22,2011-6-18,2011-06-18 17:59:58
Cook,2011-06-18 18:00:37,M008,2011-06-18 18:06:58,Kitchen,Kitchen,0 days 00:06:21,2011-6-18,2011-06-18 18:00:37
Eat,2011-06-18 18:07:16,M004,2011-06-18 18:13:34,LivingRoom,LivingRoom,0 days 00:06:18,2011-6-18,2011-06-18 18:07:16
Personal_Hygiene,2011-06-18 18:13:41,MA009,2011-06-18 18:13:48,Bathroom,Bathroom,0 days 00:00:07,2011-6-18,2011-06-18 18:13:41
Watch_TV,2011-06-18 18:13:58,M004,2011-06-18 19:29:58,LivingRoom,Chair,0 days 01:16:00,2011-6-18,2011-06-18 18:13:58
Cook_Dinner,2011-06-18 19:30:01,M007,2011-06-18 19:37:26,Kitchen,Kitchen,0 days 00:07:25,2011-6-18,2011-06-18 19:30:01
Eat_Dinner,2011-06-18 19:37:30,M005,2011-06-18 19:50:59,DiningRoom,DiningRoom,0 days 00:13:29,2011-6-18,2011-06-18 19:37:30
Wash_Dinner_Dishes,2011-06-18 19:51:00,M008,2011-06-18 19:51:47,Kitchen,Kitchen,0 days 00:00:47,2011-6-18,2011-06-18 19:51:00
Personal_Hygiene,2011-06-18 19:51:58,MA009,2011-06-18 19:52:07,Bathroom,Bathroom,0 days 00:00:09,2011-6-18,2011-06-18 19:51:58
Watch_TV,2011-06-18 19:52:33,M004,2011-06-18 20:07:52,LivingRoom,Chair,0 days 00:15:19,2011-6-18,2011-06-18 19:52:33
Drink,2011-06-18 20:07:54,M006,2011-06-18 20:08:16,Kitchen,Kitchen,0 days 00:00:22,2011-6-18,2011-06-18 20:07:54
Dress,2011-06-18 20:08:35,M019,2011-06-18 20:14:02,Bedroom,Bedroom,0 days 00:05:27,2011-6-18,2011-06-18 20:08:35
Personal_Hygiene,2011-06-18 20:14:07,MA013,2011-06-18 20:14:20,Bathroom,Bathroom,0 days 00:00:13,2011-6-18,2011-06-18 20:14:07
Toilet,2011-06-18 20:39:27,MA013,2011-06-18 20:40:33,Bathroom,Bathroom,0 days 00:01:06,2011-6-18,2011-06-18 20:39:27
Personal_Hygiene,2011-06-18 21:00:29,MA013,2011-06-18 21:07:46,Bathroom,Bathroom,0 days 00:07:17,2011-6-18,2011-06-18 21:00:29
Dress,2011-06-18 21:21:48,MA020,2011-06-18 21:22:56,Bedroom,Closet,0 days 00:01:08,2011-6-18,2011-06-18 21:21:48
Personal_Hygiene,2011-06-18 21:24:57,MA013,2011-06-18 21:25:17,Bathroom,Bathroom,0 days 00:00:20,2011-6-18,2011-06-18 21:24:57
Groom,2011-06-18 21:27:07,MA013,2011-06-18 21:31:31,Bathroom,Bathroom,0 days 00:04:24,2011-6-18,2011-06-18 21:27:07
Personal_Hygiene,2011-06-18 21:36:10,MA013,2011-06-18 21:44:53,Bathroom,Bathroom,0 days 00:08:43,2011-6-18,2011-06-18 21:36:10
Wash_Dishes,2011-06-18 21:46:03,M007,2011-06-18 21:50:12,Kitchen,Kitchen,0 days 00:04:09,2011-6-18,2011-06-18 21:46:03
Drink,2011-06-18 21:56:18,M007,2011-06-18 21:56:48,Kitchen,Kitchen,0 days 00:00:30,2011-6-18,2011-06-18 21:56:18
Personal_Hygiene,2011-06-18 22:00:04,MA013,2011-06-18 22:00:28,Bathroom,Bathroom,0 days 00:00:24,2011-6-18,2011-06-18 22:00:04
Dress,2011-06-18 22:00:32,M019,2011-06-18 22:03:17,Bedroom,Bedroom,0 days 00:02:45,2011-6-18,2011-06-18 22:00:32
Groom,2011-06-18 22:03:38,MA013,2011-06-18 22:28:14,Bathroom,Bathroom,0 days 00:24:36,2011-6-18,2011-06-18 22:03:38
Sleep,2011-06-18 22:28:49,MA020,2011-06-18 23:59:59,Bedroom,Bedroom,0 days 01:31:10,2011-6-18,2011-06-18 22:28:49
Sleep,2011-06-19 00:00:00,MA020,2011-06-19 07:35:35,,,0 days 07:35:35,2011-6-19,2011-06-19 00:00:00
Toilet,2011-06-19 07:36:21,MA013,2011-06-19 07:39:44,Bathroom,Bathroom,0 days 00:03:23,2011-6-19,2011-06-19 07:36:21
Read,2011-06-19 07:42:04,M021,2011-06-19 08:46:23,Bedroom,Bedroom,0 days 01:04:19,2011-6-19,2011-06-19 07:42:04
Cook_Breakfast,2011-06-19 08:47:16,M007,2011-06-19 08:52:19,Kitchen,Kitchen,0 days 00:05:03,2011-6-19,2011-06-19 08:47:16
Eat_Breakfast,2011-06-19 08:52:26,M005,2011-06-19 09:00:07,DiningRoom,DiningRoom,0 days 00:07:41,2011-6-19,2011-06-19 08:52:26
Wash_Breakfast_Dishes,2011-06-19 09:01:01,M008,2011-06-19 09:03:13,Kitchen,Kitchen,0 days 00:02:12,2011-6-19,2011-06-19 09:01:01
Morning_Meds,2011-06-19 09:04:00,MA013,2011-06-19 09:04:31,Bathroom,Bathroom,0 days 00:00:31,2011-6-19,2011-06-19 09:04:00
Personal_Hygiene,2011-06-19 09:05:05,MA013,2011-06-19 09:05:41,Bathroom,Bathroom,0 days 00:00:36,2011-6-19,2011-06-19 09:05:05
Bathe,2011-06-19 09:14:42,MA013,2011-06-19 09:26:06,Bathroom,Bathroom,0 days 00:11:24,2011-6-19,2011-06-19 09:14:42
Dress,2011-06-19 09:26:18,M019,2011-06-19 09:26:58,Bedroom,Bedroom,0 days 00:00:40,2011-6-19,2011-06-19 09:26:18
Groom,2011-06-19 09:27:25,MA013,2011-06-19 09:33:46,Bathroom,Bathroom,0 days 00:06:21,2011-6-19,2011-06-19 09:27:25
Dress,2011-06-19 09:34:01,MA020,2011-06-19 09:35:28,Bedroom,Bedroom,0 days 00:01:27,2011-6-19,2011-06-19 09:34:01
Relax,2011-06-19 09:35:28,MA020,2011-06-19 09:41:20,Bedroom,Bedroom,0 days 00:05:52,2011-6-19,2011-06-19 09:35:28
Personal_Hygiene,2011-06-19 09:42:44,MA013,2011-06-19 09:55:29,Bathroom,Bathroom,0 days 00:12:45,2011-6-19,2011-06-19 09:42:44
Relax,2011-06-19 10:02:10,M004,2011-06-19 10:22:18,LivingRoom,Chair,0 days 00:20:08,2011-6-19,2011-06-19 10:02:10
Toilet,2011-06-19 10:22:42,MA009,2011-06-19 10:26:12,Bathroom,Bathroom,0 days 00:03:30,2011-6-19,2011-06-19 10:22:42
Wash_Dishes,2011-06-19 10:29:39,M008,2011-06-19 10:32:43,Kitchen,Kitchen,0 days 00:03:04,2011-6-19,2011-06-19 10:29:39
Leave_Home,2011-06-19 10:33:06,MA003,2011-06-19 10:33:24,OutsideDoor,FrontDoor,0 days 00:00:18,2011-6-19,2011-06-19 10:33:06
Enter_Home,2011-06-19 13:29:37,D002,2011-06-19 13:30:48,LivingRoom,LivingRoom,0 days 00:01:11,2011-6-19,2011-06-19 13:29:37
Relax,2011-06-19 13:31:03,M004,2011-06-19 13:54:28,LivingRoom,Chair,0 days 00:23:25,2011-6-19,2011-06-19 13:31:03
Sleep_Out_Of_Bed,2011-06-19 13:54:51,M004,2011-06-19 14:50:01,LivingRoom,Chair,0 days 00:55:10,2011-6-19,2011-06-19 13:54:51
Relax,2011-06-19 14:50:54,M004,2011-06-19 15:42:04,LivingRoom,Chair,0 days 00:51:10,2011-6-19,2011-06-19 14:50:54
Personal_Hygiene,2011-06-19 15:42:33,MA013,2011-06-19 16:03:36,Bathroom,Bathroom,0 days 00:21:03,2011-6-19,2011-06-19 15:42:33
Cook,2011-06-19 16:06:01,M007,2011-06-19 16:10:09,Kitchen,Kitchen,0 days 00:04:08,2011-6-19,2011-06-19 16:06:01
Eat,2011-06-19 16:10:16,M004,2011-06-19 16:30:57,LivingRoom,Chair,0 days 00:20:41,2011-6-19,2011-06-19 16:10:16
Relax,2011-06-19 16:31:14,MA003,2011-06-19 16:42:31,LivingRoom,Chair,0 days 00:11:17,2011-6-19,2011-06-19 16:31:14
Dress,2011-06-19 16:43:01,MA020,2011-06-19 16:44:34,Bedroom,Bedroom,0 days 00:01:33,2011-6-19,2011-06-19 16:43:01
Leave_Home,2011-06-19 16:45:01,M002,2011-06-19 16:45:14,OutsideDoor,FrontDoor,0 days 00:00:13,2011-6-19,2011-06-19 16:45:01
Enter_Home,2011-06-19 16:55:40,D002,2011-06-19 16:55:54,LivingRoom,LivingRoom,0 days 00:00:14,2011-6-19,2011-06-19 16:55:40
Drink,2011-06-19 16:57:10,M007,2011-06-19 17:00:16,Kitchen,Kitchen,0 days 00:03:06,2011-6-19,2011-06-19 16:57:10
Leave_Home,2011-06-19 17:02:48,MA003,2011-06-19 17:03:11,OutsideDoor,FrontDoor,0 days 00:00:23,2011-6-19,2011-06-19 17:02:48
Enter_Home,2011-06-19 17:07:11,D002,2011-06-19 17:07:33,LivingRoom,LivingRoom,0 days 00:00:22,2011-6-19,2011-06-19 17:07:11
Dress,2011-06-19 17:07:48,MA020,2011-06-19 17:09:05,Bedroom,Bedroom,0 days 00:01:17,2011-6-19,2011-06-19 17:07:48
Watch_TV,2011-06-19 17:10:51,M004,2011-06-19 17:42:52,LivingRoom,Chair,0 days 00:32:01,2011-6-19,2011-06-19 17:10:51
Drink,2011-06-19 17:43:05,M007,2011-06-19 17:44:04,Kitchen,Kitchen,0 days 00:00:59,2011-6-19,2011-06-19 17:43:05
Toilet,2011-06-19 17:44:12,MA009,2011-06-19 17:46:22,Bathroom,Bathroom,0 days 00:02:10,2011-6-19,2011-06-19 17:44:12
Drink,2011-06-19 17:46:36,M007,2011-06-19 17:49:58,Kitchen,Kitchen,0 days 00:03:22,2011-6-19,2011-06-19 17:46:36
Leave_Home,2011-06-19 17:50:18,M002,2011-06-19 17:50:39,OutsideDoor,FrontDoor,0 days 00:00:21,2011-6-19,2011-06-19 17:50:18
Enter_Home,2011-06-19 17:57:06,D002,2011-06-19 17:57:18,OutsideDoor,FrontDoor,0 days 00:00:12,2011-6-19,2011-06-19 17:57:06
Personal_Hygiene,2011-06-19 17:59:35,MA009,2011-06-19 18:02:50,Bathroom,Bathroom,0 days 00:03:15,2011-6-19,2011-06-19 17:59:35
Drink,2011-06-19 18:03:14,M007,2011-06-19 18:04:29,Kitchen,Kitchen,0 days 00:01:15,2011-6-19,2011-06-19 18:03:14
Watch_TV,2011-06-19 18:04:40,M004,2011-06-19 18:32:43,LivingRoom,Chair,0 days 00:28:03,2011-6-19,2011-06-19 18:04:40
Step_Out,2011-06-19 18:32:48,MA003,2011-06-19 18:35:38,LivingRoom,LivingRoom,0 days 00:02:50,2011-6-19,2011-06-19 18:32:48
Watch_TV,2011-06-19 18:46:05,M004,2011-06-19 19:11:48,LivingRoom,Chair,0 days 00:25:43,2011-6-19,2011-06-19 18:46:05
Step_Out,2011-06-19 19:11:50,MA003,2011-06-19 19:14:54,LivingRoom,LivingRoom,0 days 00:03:04,2011-6-19,2011-06-19 19:11:50
Cook,2011-06-19 19:15:38,M007,2011-06-19 19:21:15,Kitchen,Kitchen,0 days 00:05:37,2011-6-19,2011-06-19 19:15:38
Eat,2011-06-19 19:23:33,M005,2011-06-19 19:29:35,LivingRoom,LivingRoom,0 days 00:06:02,2011-6-19,2011-06-19 19:23:33
Drink,2011-06-19 19:33:01,M007,2011-06-19 19:37:12,Kitchen,Kitchen,0 days 00:04:11,2011-6-19,2011-06-19 19:33:01
Watch_TV,2011-06-19 19:37:25,M004,2011-06-19 19:51:59,LivingRoom,Chair,0 days 00:14:34,2011-6-19,2011-06-19 19:37:25
Step_Out,2011-06-19 19:52:29,MA003,2011-06-19 19:56:16,LivingRoom,LivingRoom,0 days 00:03:47,2011-6-19,2011-06-19 19:52:29
Watch_TV,2011-06-19 20:15:58,M004,2011-06-19 20:30:31,LivingRoom,Chair,0 days 00:14:33,2011-6-19,2011-06-19 20:15:58
Wash_Dishes,2011-06-19 20:37:41,M007,2011-06-19 20:43:47,Kitchen,Kitchen,0 days 00:06:06,2011-6-19,2011-06-19 20:37:41
Toilet,2011-06-19 20:46:05,MA013,2011-06-19 20:47:20,Bathroom,Bathroom,0 days 00:01:15,2011-6-19,2011-06-19 20:46:05
Personal_Hygiene,2011-06-19 20:51:21,MA013,2011-06-19 21:09:08,Bathroom,Bathroom,0 days 00:17:47,2011-6-19,2011-06-19 20:51:21
Dress,2011-06-19 21:12:21,MA020,2011-06-19 21:14:05,Bedroom,Bedroom,0 days 00:01:44,2011-6-19,2011-06-19 21:12:21
Personal_Hygiene,2011-06-19 21:14:16,MA013,2011-06-19 21:31:10,Bathroom,Bathroom,0 days 00:16:54,2011-6-19,2011-06-19 21:14:16
Sleep,2011-06-19 21:32:33,M021,2011-06-19 23:57:31,Bedroom,Bed,0 days 02:24:58,2011-6-19,2011-06-19 21:32:33
Bed_Toilet_Transition,2011-06-19 23:57:51,MA013,2011-06-19 23:59:59,Bathroom,Bathroom,0 days 00:02:08,2011-6-19,2011-06-19 23:57:51
Bed_Toilet_Transition,2011-06-20 00:00:00,MA013,2011-06-20 00:00:52,,,0 days 00:00:52,2011-6-20,2011-06-20 00:00:00
Sleep,2011-06-20 00:01:28,M021,2011-06-20 04:42:35,Bedroom,Bedroom,0 days 04:41:07,2011-6-20,2011-06-20 00:01:28
Bed_Toilet_Transition,2011-06-20 04:43:00,MA013,2011-06-20 04:47:06,Bathroom,Bathroom,0 days 00:04:06,2011-6-20,2011-06-20 04:43:00
Sleep,2011-06-20 04:47:14,M021,2011-06-20 08:46:22,Bedroom,Bedroom,0 days 03:59:08,2011-6-20,2011-06-20 04:47:14
Personal_Hygiene,2011-06-20 08:48:19,MA013,2011-06-20 08:51:38,Bathroom,Bathroom,0 days 00:03:19,2011-6-20,2011-06-20 08:48:19
Morning_Meds,2011-06-20 08:51:39,MA013,2011-06-20 08:52:13,Bathroom,Bathroom,0 days 00:00:34,2011-6-20,2011-06-20 08:51:39
Read,2011-06-20 08:54:16,M021,2011-06-20 10:14:40,Bedroom,Bedroom,0 days 01:20:24,2011-6-20,2011-06-20 08:54:16
Toilet,2011-06-20 10:15:01,MA013,2011-06-20 10:15:46,Bathroom,Bathroom,0 days 00:00:45,2011-6-20,2011-06-20 10:15:01
Personal_Hygiene,2011-06-20 10:18:50,MA013,2011-06-20 10:24:45,Bathroom,Bathroom,0 days 00:05:55,2011-6-20,2011-06-20 10:18:50
Work_At_Table,2011-06-20 10:25:24,M005,2011-06-20 10:50:00,DiningRoom,DiningRoom,0 days 00:24:36,2011-6-20,2011-06-20 10:25:24
Cook_Breakfast,2011-06-20 10:50:17,M007,2011-06-20 10:58:13,Kitchen,Kitchen,0 days 00:07:56,2011-6-20,2011-06-20 10:50:17
Eat_Breakfast,2011-06-20 10:58:14,M005,2011-06-20 11:07:13,DiningRoom,DiningRoom,0 days 00:08:59,2011-6-20,2011-06-20 10:58:14
Wash_Breakfast_Dishes,2011-06-20 11:07:20,M007,2011-06-20 11:09:15,Kitchen,Kitchen,0 days 00:01:55,2011-6-20,2011-06-20 11:07:20
Work_At_Table,2011-06-20 11:09:45,M005,2011-06-20 11:17:46,DiningRoom,DiningRoom,0 days 00:08:01,2011-6-20,2011-06-20 11:09:45
Relax,2011-06-20 11:18:26,M004,2011-06-20 11:49:25,LivingRoom,Chair,0 days 00:30:59,2011-6-20,2011-06-20 11:18:26
Dress,2011-06-20 11:50:01,MA020,2011-06-20 11:52:53,Bedroom,Bedroom,0 days 00:02:52,2011-6-20,2011-06-20 11:50:01
Toilet,2011-06-20 11:53:06,MA013,2011-06-20 11:54:57,Bathroom,Bathroom,0 days 00:01:51,2011-6-20,2011-06-20 11:53:06
Personal_Hygiene,2011-06-20 11:55:37,MA013,2011-06-20 12:03:35,Bathroom,Bathroom,0 days 00:07:58,2011-6-20,2011-06-20 11:55:37
Take_Medicine,2011-06-20 12:03:38,MA013,2011-06-20 12:04:08,Bathroom,Bathroom,0 days 00:00:30,2011-6-20,2011-06-20 12:03:38
Personal_Hygiene,2011-06-20 12:04:44,MA013,2011-06-20 12:40:08,Bathroom,Bathroom,0 days 00:35:24,2011-6-20,2011-06-20 12:04:44
Leave_Home,2011-06-20 12:43:03,MA003,2011-06-20 12:43:40,OutsideDoor,FrontDoor,0 days 00:00:37,2011-6-20,2011-06-20 12:43:03
Enter_Home,2011-06-20 12:50:21,D002,2011-06-20 12:50:34,LivingRoom,LivingRoom,0 days 00:00:13,2011-6-20,2011-06-20 12:50:21
Toilet,2011-06-20 12:53:52,MA009,2011-06-20 12:56:14,Bathroom,Bathroom,0 days 00:02:22,2011-6-20,2011-06-20 12:53:52
Leave_Home,2011-06-20 12:57:23,MA003,2011-06-20 12:59:52,OutsideDoor,FrontDoor,0 days 00:02:29,2011-6-20,2011-06-20 12:57:23
Enter_Home,2011-06-20 14:22:13,D002,2011-06-20 14:22:32,LivingRoom,LivingRoom,0 days 00:00:19,2011-6-20,2011-06-20 14:22:13
Work_At_Table,2011-06-20 14:28:23,M005,2011-06-20 14:46:13,DiningRoom,DiningRoom,0 days 00:17:50,2011-6-20,2011-06-20 14:28:23
Leave_Home,2011-06-20 14:47:14,MA003,2011-06-20 14:47:27,OutsideDoor,FrontDoor,0 days 00:00:13,2011-6-20,2011-06-20 14:47:14
Enter_Home,2011-06-20 15:04:52,D002,2011-06-20 15:05:04,LivingRoom,LivingRoom,0 days 00:00:12,2011-6-20,2011-06-20 15:04:52
Drink,2011-06-20 15:06:39,M007,2011-06-20 15:08:18,Kitchen,Kitchen,0 days 00:01:39,2011-6-20,2011-06-20 15:06:39
Relax,2011-06-20 15:08:26,M004,2011-06-20 15:34:51,LivingRoom,Chair,0 days 00:26:25,2011-6-20,2011-06-20 15:08:26
Sleep_Out_Of_Bed,2011-06-20 15:42:23,MA010,2011-06-20 17:46:31,LivingRoom,Chair,0 days 02:04:08,2011-6-20,2011-06-20 15:42:23
Toilet,2011-06-20 17:49:00,MA013,2011-06-20 17:51:36,Bathroom,Bathroom,0 days 00:02:36,2011-6-20,2011-06-20 17:49:00
Cook_Dinner,2011-06-20 17:57:00,M007,2011-06-20 18:05:31,Kitchen,Kitchen,0 days 00:08:31,2011-6-20,2011-06-20 17:57:00
Work,2011-06-20 18:05:52,MA014,2011-06-20 18:13:00,WorkArea,Office,0 days 00:07:08,2011-6-20,2011-06-20 18:05:52
Cook_Dinner,2011-06-20 18:14:17,M008,2011-06-20 18:15:03,Kitchen,Kitchen,0 days 00:00:46,2011-6-20,2011-06-20 18:14:17
Watch_TV,2011-06-20 18:15:08,M004,2011-06-20 18:36:30,LivingRoom,Chair,0 days 00:21:22,2011-6-20,2011-06-20 18:15:08
Cook_Dinner,2011-06-20 18:36:40,M007,2011-06-20 18:53:32,Kitchen,Kitchen,0 days 00:16:52,2011-6-20,2011-06-20 18:36:40
Eat_Dinner,2011-06-20 18:53:44,M005,2011-06-20 19:07:06,DiningRoom,DiningRoom,0 days 00:13:22,2011-6-20,2011-06-20 18:53:44
Wash_Dinner_Dishes,2011-06-20 19:07:12,M007,2011-06-20 19:08:16,Kitchen,Kitchen,0 days 00:01:04,2011-6-20,2011-06-20 19:07:12
Relax,2011-06-20 19:08:20,M004,2011-06-20 19:58:42,LivingRoom,Chair,0 days 00:50:22,2011-6-20,2011-06-20 19:08:20
Wash_Dinner_Dishes,2011-06-20 19:59:43,M007,2011-06-20 20:04:45,Kitchen,Kitchen,0 days 00:05:02,2011-6-20,2011-06-20 19:59:43
Drink,2011-06-20 20:05:32,M007,2011-06-20 20:06:14,Kitchen,Kitchen,0 days 00:00:42,2011-6-20,2011-06-20 20:05:32
Work_At_Table,2011-06-20 20:08:06,M005,2011-06-20 20:42:06,DiningRoom,DiningRoom,0 days 00:34:00,2011-6-20,2011-06-20 20:08:06
Personal_Hygiene,2011-06-20 20:43:22,MA013,2011-06-20 20:57:33,Bathroom,Bathroom,0 days 00:14:11,2011-6-20,2011-06-20 20:43:22
Work_At_Table,2011-06-20 20:59:46,M005,2011-06-20 21:02:02,DiningRoom,DiningRoom,0 days 00:02:16,2011-6-20,2011-06-20 20:59:46
Drink,2011-06-20 21:02:09,M007,2011-06-20 21:04:43,Kitchen,Kitchen,0 days 00:02:34,2011-6-20,2011-06-20 21:02:09
Personal_Hygiene,2011-06-20 21:07:27,MA013,2011-06-20 21:33:15,Bathroom,Bathroom,0 days 00:25:48,2011-6-20,2011-06-20 21:07:27
Dress,2011-06-20 21:33:18,M019,2011-06-20 21:34:08,Bedroom,Bedroom,0 days 00:00:50,2011-6-20,2011-06-20 21:33:18
Personal_Hygiene,2011-06-20 21:34:20,MA013,2011-06-20 21:47:38,Bathroom,Bathroom,0 days 00:13:18,2011-6-20,2011-06-20 21:34:20
Sleep,2011-06-20 21:48:34,M021,2011-06-20 23:59:59,Bedroom,Bedroom,0 days 02:11:25,2011-6-20,2011-06-20 21:48:34
Sleep,2011-06-21 00:00:00,M021,2011-06-21 00:15:37,,,0 days 00:15:37,2011-6-21,2011-06-21 00:00:00
Bed_Toilet_Transition,2011-06-21 00:15:47,MA013,2011-06-21 00:16:36,Bathroom,Bathroom,0 days 00:00:49,2011-6-21,2011-06-21 00:15:47
Sleep,2011-06-21 00:16:46,M021,2011-06-21 03:47:28,Bedroom,Bed,0 days 03:30:42,2011-6-21,2011-06-21 00:16:46
Bed_Toilet_Transition,2011-06-21 03:47:55,MA013,2011-06-21 03:50:11,Bathroom,Bathroom,0 days 00:02:16,2011-6-21,2011-06-21 03:47:55
Sleep,2011-06-21 03:50:33,M021,2011-06-21 08:58:52,Bedroom,Bedroom,0 days 05:08:19,2011-6-21,2011-06-21 03:50:33
Toilet,2011-06-21 09:01:53,MA013,2011-06-21 09:04:18,Bathroom,Bathroom,0 days 00:02:25,2011-6-21,2011-06-21 09:01:53
Morning_Meds,2011-06-21 09:04:19,MA013,2011-06-21 09:04:53,Bathroom,Bathroom,0 days 00:00:34,2011-6-21,2011-06-21 09:04:19
Read,2011-06-21 09:08:04,M021,2011-06-21 09:47:35,Bedroom,Bedroom,0 days 00:39:31,2011-6-21,2011-06-21 09:08:04
Drink,2011-06-21 09:49:21,M007,2011-06-21 09:49:39,Kitchen,Kitchen,0 days 00:00:18,2011-6-21,2011-06-21 09:49:21
Work_At_Table,2011-06-21 09:49:43,M005,2011-06-21 10:03:35,DiningRoom,DiningRoom,0 days 00:13:52,2011-6-21,2011-06-21 09:49:43
Cook_Breakfast,2011-06-21 10:03:52,M007,2011-06-21 10:13:54,Kitchen,Kitchen,0 days 00:10:02,2011-6-21,2011-06-21 10:03:52
Eat_Breakfast,2011-06-21 10:13:59,M005,2011-06-21 10:22:12,DiningRoom,DiningRoom,0 days 00:08:13,2011-6-21,2011-06-21 10:13:59
Wash_Breakfast_Dishes,2011-06-21 10:22:23,M007,2011-06-21 10:23:26,Kitchen,Kitchen,0 days 00:01:03,2011-6-21,2011-06-21 10:22:23
Personal_Hygiene,2011-06-21 10:25:40,MA013,2011-06-21 10:26:29,Bathroom,Bathroom,0 days 00:00:49,2011-6-21,2011-06-21 10:25:40
Work,2011-06-21 10:26:31,MA014,2011-06-21 10:43:43,WorkArea,Office,0 days 00:17:12,2011-6-21,2011-06-21 10:26:31
Personal_Hygiene,2011-06-21 10:43:46,MA013,2011-06-21 10:43:59,Bathroom,Bathroom,0 days 00:00:13,2011-6-21,2011-06-21 10:43:46
Dress,2011-06-21 10:44:03,MA020,2011-06-21 10:47:08,Bedroom,Bedroom,0 days 00:03:05,2011-6-21,2011-06-21 10:44:03
Personal_Hygiene,2011-06-21 10:47:33,MA013,2011-06-21 11:29:51,Bathroom,Bathroom,0 days 00:42:18,2011-6-21,2011-06-21 10:47:33
Take_Medicine,2011-06-21 11:31:13,MA013,2011-06-21 11:32:58,Bathroom,Bathroom,0 days 00:01:45,2011-6-21,2011-06-21 11:31:13
Personal_Hygiene,2011-06-21 11:33:16,M019,2011-06-21 11:36:31,Bathroom,Bathroom,0 days 00:03:15,2011-6-21,2011-06-21 11:33:16
Leave_Home,2011-06-21 11:37:11,M019,2011-06-21 11:37:59,Bedroom,Bedroom,0 days 00:00:48,2011-6-21,2011-06-21 11:37:11
Enter_Home,2011-06-21 14:36:29,D002,2011-06-21 14:36:40,OutsideDoor,FrontDoor,0 days 00:00:11,2011-6-21,2011-06-21 14:36:29
Toilet,2011-06-21 14:37:39,MA013,2011-06-21 14:42:13,Bathroom,Bathroom,0 days 00:04:34,2011-6-21,2011-06-21 14:37:39
Drink,2011-06-21 14:45:08,M007,2011-06-21 14:48:16,Kitchen,Kitchen,0 days 00:03:08,2011-6-21,2011-06-21 14:45:08
Sleep_Out_Of_Bed,2011-06-21 14:48:26,M004,2011-06-21 17:49:07,LivingRoom,Chair,0 days 03:00:41,2011-6-21,2011-06-21 14:48:26
Toilet,2011-06-21 17:51:52,MA013,2011-06-21 17:54:06,Bathroom,Bathroom,0 days 00:02:14,2011-6-21,2011-06-21 17:51:52
Personal_Hygiene,2011-06-21 17:59:34,MA013,2011-06-21 18:02:59,Bathroom,Bathroom,0 days 00:03:25,2011-6-21,2011-06-21 17:59:34
Cook_Dinner,2011-06-21 18:08:04,M007,2011-06-21 18:22:33,Kitchen,Kitchen,0 days 00:14:29,2011-6-21,2011-06-21 18:08:04
Watch_TV,2011-06-21 18:23:00,M004,2011-06-21 18:52:25,LivingRoom,LivingRoom,0 days 00:29:25,2011-6-21,2011-06-21 18:23:00
Cook_Dinner,2011-06-21 18:52:27,M007,2011-06-21 18:57:38,Kitchen,Kitchen,0 days 00:05:11,2011-6-21,2011-06-21 18:52:27
Eat_Dinner,2011-06-21 18:57:40,M005,2011-06-21 19:06:21,DiningRoom,DiningRoom,0 days 00:08:41,2011-6-21,2011-06-21 18:57:40
Wash_Dinner_Dishes,2011-06-21 19:06:24,M008,2011-06-21 19:09:39,Kitchen,Kitchen,0 days 00:03:15,2011-6-21,2011-06-21 19:06:24
Watch_TV,2011-06-21 19:09:48,M004,2011-06-21 20:06:57,LivingRoom,Chair,0 days 00:57:09,2011-6-21,2011-06-21 19:09:48
Wash_Dinner_Dishes,2011-06-21 20:07:01,M007,2011-06-21 20:09:23,Kitchen,Kitchen,0 days 00:02:22,2011-6-21,2011-06-21 20:07:01
Drink,2011-06-21 20:09:41,M007,2011-06-21 20:10:46,Kitchen,Kitchen,0 days 00:01:05,2011-6-21,2011-06-21 20:09:41
Personal_Hygiene,2011-06-21 20:11:31,MA013,2011-06-21 20:32:55,Bathroom,Bathroom,0 days 00:21:24,2011-6-21,2011-06-21 20:11:31
Read,2011-06-21 20:33:03,M021,2011-06-21 20:54:18,Bedroom,Bedroom,0 days 00:21:15,2011-6-21,2011-06-21 20:33:03
Dress,2011-06-21 20:54:18,MA020,2011-06-21 20:55:27,Bedroom,Bedroom,0 days 00:01:09,2011-6-21,2011-06-21 20:54:18
Personal_Hygiene,2011-06-21 20:59:34,MA013,2011-06-21 21:18:10,Bathroom,Bathroom,0 days 00:18:36,2011-6-21,2011-06-21 20:59:34
Sleep,2011-06-21 21:18:35,M021,2011-06-21 23:59:59,Bedroom,Bedroom,0 days 02:41:24,2011-6-21,2011-06-21 21:18:35
